,date,day_quarter,kwh
14426,12/2015,1.0,5123324239.0
14427,12/2015,1.0,5123386307.0
14428,12/2015,2.0,5123448485.0
14429,12/2015,2.0,5123510772.0
14430,12/2015,2.0,5123573164.0
14431,12/2015,2.0,5123635657.0
14432,12/2015,2.0,5123698255.0
14433,12/2015,2.0,5123760962.0
14434,12/2015,2.0,5123823783.0
14435,12/2015,2.0,5123886715.0
14436,12/2015,2.0,5123949758.0
14437,12/2015,2.0,5124012912.0
14438,12/2015,2.0,5124076178.0
14439,12/2015,2.0,5124139555.0
14440,12/2015,2.0,5124203043.0
14441,12/2015,2.0,5124266640.0
14442,12/2015,2.0,5124330340.0
14443,12/2015,2.0,5124394147.0
14444,12/2015,2.0,5124458064.0
14445,12/2015,3.0,5124522094.0
14446,12/2015,3.0,5124586238.0
14447,12/2015,3.0,5124650502.0
14448,12/2015,3.0,5124714877.0
14449,12/2015,3.0,5124779366.0
14450,12/2015,3.0,5124843968.0
14451,12/2015,3.0,5124908685.0
14452,12/2015,3.0,5124973517.0
14453,12/2015,3.0,5125038462.0
14454,12/2015,3.0,5125103524.0
14455,12/2015,3.0,5125168695.0
14456,12/2015,3.0,5125233973.0
14457,12/2015,3.0,5125299358.0
14458,12/2015,3.0,5125364846.0
14459,12/2015,3.0,5125430434.0
14460,12/2015,3.0,5125496117.0
14461,12/2015,3.0,5125561889.0
14462,12/2015,,5125627749.0
14463,12/2015,,5125693691.0
14464,12/2015,,5125759715.0
14465,12/2015,,5125825821.0
14466,12/2015,,5125892004.0
14467,12/2015,,5125958264.0
14468,12/2015,,5126024599.0
14469,12/2015,,5126091008.0
14470,12/2015,,5126157489.0
14471,12/2015,,5126224038.0
14472,12/2015,,5126290655.0
14473,12/2015,,5126357339.0
14474,12/2015,,5126424087.0
14475,12/2015,2.0,5126490897.0
14476,12/2015,2.0,5126557769.0
14477,12/2015,2.0,5126624704.0
14478,12/2015,2.0,5126691699.0
14479,12/2015,2.0,5126758753.0
14480,12/2015,2.0,5126825865.0
14481,12/2015,2.0,5126893036.0
14482,12/2015,2.0,5126960267.0
14483,12/2015,2.0,5127027557.0
14484,12/2015,2.0,5127094905.0
14485,12/2015,2.0,5127162310.0
14486,12/2015,2.0,5127229772.0
14487,12/2015,2.0,5127297291.0
14488,12/2015,2.0,5127364868.0
14489,12/2015,2.0,5127432505.0
14490,12/2015,2.0,5127500203.0
14491,12/2015,2.0,5127567959.0
14492,12/2015,2.0,5127635778.0
14493,12/2015,2.0,5127703665.0
14494,12/2015,2.0,5127771624.0
14495,12/2015,2.0,5127839655.0
14496,12/2015,2.0,5127907756.0
14497,12/2015,2.0,5127975926.0
14498,12/2015,2.0,5128044165.0
14499,12/2015,2.0,5128112471.0
14500,12/2015,2.0,5128180843.0
14501,12/2015,2.0,5128249284.0
14502,12/2015,2.0,5128317794.0
14503,12/2015,2.0,5128386369.0
14504,12/2015,2.0,5128455012.0
14505,12/2015,2.0,5128523724.0
14506,12/2015,2.0,5128592502.0
14507,12/2015,2.0,5128661352.0
14508,12/2015,2.0,5128730280.0
14509,12/2015,2.0,5128799286.0
14510,12/2015,1.0,5128868371.0
14511,12/2015,1.0,5128937534.0
14512,12/2015,1.0,5129006775.0
14513,12/2015,1.0,5129076096.0
14514,12/2015,1.0,5129145504.0
14515,12/2015,1.0,5129215000.0
14516,12/2015,1.0,5129284588.0
14517,12/2015,1.0,5129354269.0
14518,12/2015,1.0,5129424044.0
14519,12/2015,1.0,5129493918.0
14520,12/2015,1.0,5129563897.0
14521,12/2015,1.0,5129633980.0
14522,12/2015,1.0,5129704171.0
14523,12/2015,1.0,5129774466.0
14524,12/2015,1.0,5129844868.0
14525,12/2015,1.0,5129915377.0
14526,12/2015,1.0,5129985992.0
14527,12/2015,1.0,5130056720.0
14528,12/2015,1.0,5130127560.0
14529,12/2015,1.0,5130198507.0
14530,12/2015,1.0,5130269559.0
14531,12/2015,2.0,5130340715.0
14532,12/2015,2.0,5130411973.0
14533,12/2015,2.0,5130483335.0
14534,12/2015,2.0,5130554806.0
14535,12/2015,2.0,5130626386.0
14536,12/2015,2.0,5130698080.0
14537,12/2015,2.0,5130769892.0
14538,12/2015,2.0,5130841816.0
14539,12/2015,2.0,5130913856.0
14540,12/2015,2.0,5130986018.0
14541,12/2015,2.0,5131058303.0
14542,12/2015,2.0,5131130710.0
14543,12/2015,2.0,5131203234.0
14544,12/2015,2.0,5131275876.0
14545,12/2015,2.0,5131348636.0
14546,12/2015,2.0,5131421514.0
14547,12/2015,2.0,5131494505.0
14548,12/2015,3.0,5131567611.0
14549,12/2015,3.0,5131640834.0
14550,12/2015,3.0,5131714174.0
14551,12/2015,3.0,5131787631.0
14552,12/2015,3.0,5131861209.0
14553,12/2015,3.0,5131934910.0
14554,12/2015,3.0,5132008722.0
14555,12/2015,3.0,5132082641.0
14556,12/2015,3.0,5132156667.0
14557,12/2015,3.0,5132230795.0
14558,12/2015,3.0,5132305020.0
14559,12/2015,3.0,5132379346.0
14560,12/2015,3.0,5132453766.0
14561,12/2015,3.0,5132528275.0
14562,12/2015,3.0,5132602876.0
14563,12/2015,3.0,5132677563.0
14564,12/2015,3.0,5132752330.0
14565,12/2015,,5132827177.0
14566,12/2015,,5132902104.0
14567,12/2015,,5132977108.0
14568,12/2015,,5133052189.0
14569,12/2015,,5133127348.0
14570,12/2015,,5133202581.0
14571,12/2015,,5133277888.0
14572,12/2015,,5133353267.0
14573,12/2015,,5133428714.0
14574,12/2015,,5133504228.0
14575,12/2015,,5133579808.0
14576,12/2015,,5133655455.0
14577,12/2015,,5133731167.0
14578,12/2015,2.0,5133806944.0
14579,12/2015,2.0,5133882784.0
14580,12/2015,2.0,5133958687.0
14581,12/2015,2.0,5134034652.0
14582,12/2015,2.0,5134110679.0
14583,12/2015,2.0,5134186769.0
14584,12/2015,2.0,5134262921.0
14585,12/2015,2.0,5134339132.0
14586,12/2015,2.0,5134415403.0
14587,12/2015,2.0,5134491734.0
14588,12/2015,2.0,5134568124.0
14589,12/2015,2.0,5134644575.0
14590,12/2015,2.0,5134721083.0
14591,12/2015,2.0,5134797649.0
14592,12/2015,2.0,5134874274.0
14593,12/2015,2.0,5134950959.0
14594,12/2015,2.0,5135027704.0
14595,12/2015,2.0,5135104519.0
14596,12/2015,2.0,5135181401.0
14597,12/2015,2.0,5135258353.0
14598,12/2015,2.0,5135335371.0
14599,12/2015,2.0,5135412455.0
14600,12/2015,2.0,5135489607.0
14601,12/2015,2.0,5135566823.0
14602,12/2015,2.0,5135644102.0
14603,12/2015,2.0,5135721440.0
14604,12/2015,2.0,5135798839.0
14605,12/2015,2.0,5135876293.0
14606,12/2015,2.0,5135953802.0
14607,12/2015,2.0,5136031365.0
14608,12/2015,2.0,5136108982.0
14609,12/2015,2.0,5136186657.0
14610,12/2015,2.0,5136264393.0
14611,12/2015,2.0,5136342194.0
14612,12/2015,1.0,5136420066.0
14613,12/2015,1.0,5136498007.0
14614,12/2015,1.0,5136576016.0
14615,12/2015,1.0,5136654107.0
14616,12/2015,1.0,5136732288.0
14617,12/2015,1.0,5136810564.0
14618,12/2015,1.0,5136888938.0
14619,12/2015,1.0,5136967416.0
14620,12/2015,1.0,5137046004.0
14621,12/2015,1.0,5137124711.0
14622,12/2015,1.0,5137203539.0
14623,12/2015,1.0,5137282481.0
14624,12/2015,1.0,5137361540.0
14625,12/2015,1.0,5137440666.0
14626,12/2015,1.0,5137519902.0
14627,12/2015,1.0,5137599250.0
14628,12/2015,2.0,5137678704.0
14629,12/2015,2.0,5137758257.0
14630,12/2015,2.0,5137837906.0
14631,12/2015,2.0,5137917644.0
14632,12/2015,2.0,5137997477.0
14633,12/2015,2.0,5138077417.0
14634,12/2015,2.0,5138157463.0
14635,12/2015,2.0,5138237612.0
14636,12/2015,2.0,5138317822.0
14637,12/2015,2.0,5138398113.0
14638,12/2015,3.0,5138478496.0
14639,12/2015,3.0,5138558967.0
14640,12/2015,3.0,5138639526.0
14641,12/2015,3.0,5138720175.0
14642,12/2015,3.0,5138800909.0
14643,12/2015,3.0,5138881729.0
14644,12/2015,3.0,5138962633.0
14645,12/2015,3.0,5139043619.0
14646,12/2015,3.0,5139124687.0
14647,12/2015,3.0,5139205838.0
14648,12/2015,3.0,5139287066.0
14649,12/2015,3.0,5139368373.0
14650,12/2015,3.0,5139449754.0
14651,12/2015,3.0,5139531209.0
14652,12/2015,3.0,5139612735.0
14653,12/2015,3.0,5139694330.0
14654,12/2015,3.0,5139775994.0
14655,12/2015,,5139857727.0
14656,12/2015,,5139939525.0
14657,12/2015,,5140021387.0
14658,12/2015,,5140103310.0
14659,12/2015,,5140185294.0
14660,12/2015,,5140267337.0
14661,12/2015,,5140349439.0
14662,12/2015,,5140431595.0
14663,12/2015,,5140513801.0
14664,12/2015,,5140596057.0
14665,12/2015,,5140678363.0
14666,12/2015,,5140760720.0
14667,12/2015,,5140843126.0
14668,12/2015,2.0,5140925578.0
14669,12/2015,2.0,5141008077.0
14670,12/2015,2.0,5141090623.0
14671,12/2015,2.0,5141173215.0
14672,12/2015,2.0,5141255852.0
14673,12/2015,2.0,5141338533.0
14674,12/2015,2.0,5141421257.0
14675,12/2015,2.0,5141504023.0
14676,12/2015,2.0,5141586834.0
14677,12/2015,2.0,5141669688.0
14678,12/2015,2.0,5141752585.0
14679,12/2015,2.0,5141835525.0
14680,12/2015,2.0,5141918506.0
14681,12/2015,2.0,5142001529.0
14682,12/2015,2.0,5142084595.0
14683,12/2015,2.0,5142167704.0
14684,12/2015,2.0,5142250854.0
14685,12/2015,2.0,5142334051.0
14686,12/2015,2.0,5142417297.0
14687,12/2015,2.0,5142500594.0
14688,12/2015,2.0,5142583943.0
14689,12/2015,2.0,5142667345.0
14690,12/2015,2.0,5142750796.0
14691,12/2015,2.0,5142834298.0
14692,12/2015,2.0,5142917844.0
14693,12/2015,2.0,5143001435.0
14694,12/2015,2.0,5143085072.0
14695,12/2015,2.0,5143168754.0
14696,12/2015,2.0,5143252482.0
14697,12/2015,2.0,5143336258.0
14698,12/2015,2.0,5143420083.0
14699,12/2015,2.0,5143503960.0
14700,12/2015,2.0,5143587888.0
14701,12/2015,2.0,5143671867.0
14702,12/2015,1.0,5143755898.0
14703,12/2015,1.0,5143839989.0
14704,12/2015,1.0,5143924136.0
14705,12/2015,1.0,5144008349.0
14706,12/2015,1.0,5144092637.0
14707,12/2015,1.0,5144177013.0
14708,12/2015,1.0,5144261482.0
14709,12/2015,1.0,5144346045.0
14710,12/2015,1.0,5144430706.0
14711,12/2015,1.0,5144515466.0
14712,12/2015,1.0,5144600324.0
14713,12/2015,1.0,5144685278.0
14714,12/2015,1.0,5144770330.0
14715,12/2015,1.0,5144855487.0
14716,12/2015,1.0,5144940746.0
14717,12/2015,1.0,5145026109.0
14718,12/2015,1.0,5145111576.0
14719,12/2015,1.0,5145197146.0
14720,12/2015,1.0,5145282817.0
14721,12/2015,1.0,5145368587.0
14722,12/2015,1.0,5145454462.0
14723,12/2015,1.0,5145540439.0
14724,12/2015,2.0,5145626507.0
14725,12/2015,2.0,5145712664.0
14726,12/2015,2.0,5145798908.0
14727,12/2015,2.0,5145885238.0
14728,12/2015,2.0,5145971655.0
14729,12/2015,2.0,5146058157.0
14730,12/2015,2.0,5146144746.0
14731,12/2015,2.0,5146231424.0
14732,12/2015,2.0,5146318192.0
14733,12/2015,2.0,5146405048.0
14734,12/2015,2.0,5146491992.0
14735,12/2015,2.0,5146579023.0
14736,12/2015,2.0,5146666139.0
14737,12/2015,2.0,5146753343.0
14738,12/2015,2.0,5146840643.0
14739,12/2015,2.0,5146928032.0
14740,12/2015,2.0,5147015511.0
14741,12/2015,3.0,5147103081.0
14742,12/2015,3.0,5147190742.0
14743,12/2015,3.0,5147278487.0
14744,12/2015,3.0,5147366315.0
14745,12/2015,3.0,5147454231.0
14746,12/2015,3.0,5147542236.0
14747,12/2015,3.0,5147630326.0
14748,12/2015,3.0,5147718495.0
14749,12/2015,3.0,5147806745.0
14750,12/2015,3.0,5147895075.0
14751,12/2015,3.0,5147983483.0
14752,12/2015,3.0,5148071970.0
14753,12/2015,3.0,5148160533.0
14754,12/2015,3.0,5148249170.0
14755,12/2015,3.0,5148337882.0
14756,12/2015,3.0,5148426668.0
14757,12/2015,3.0,5148515528.0
14758,12/2015,,5148604458.0
14759,12/2015,,5148693459.0
14760,12/2015,,5148782527.0
14761,12/2015,,5148871664.0
14762,12/2015,,5148960868.0
14763,12/2015,,5149050137.0
14764,12/2015,,5149139471.0
14765,12/2015,,5149228870.0
14766,12/2015,,5149318328.0
14767,12/2015,,5149407842.0
14768,12/2015,,5149497409.0
14769,12/2015,,5149587026.0
14770,12/2015,,5149676694.0
14771,12/2015,2.0,5149766411.0
14772,12/2015,2.0,5149856179.0
14773,12/2015,2.0,5149945996.0
14774,12/2015,2.0,5150035860.0
14775,12/2015,2.0,5150125773.0
14776,12/2015,2.0,5150215736.0
14777,12/2015,2.0,5150305749.0
14778,12/2015,2.0,5150395810.0
14779,12/2015,2.0,5150485918.0
14780,12/2015,2.0,5150576075.0
14781,12/2015,2.0,5150666280.0
14782,12/2015,2.0,5150756540.0
14783,12/2015,2.0,5150846851.0
14784,12/2015,2.0,5150937215.0
14785,12/2015,2.0,5151027631.0
14786,12/2015,2.0,5151118098.0
14787,12/2015,2.0,5151208618.0
14788,12/2015,2.0,5151299195.0
14789,12/2015,2.0,5151389826.0
14790,12/2015,2.0,5151480512.0
14791,12/2015,2.0,5151571252.0
14792,12/2015,2.0,5151662044.0
14793,12/2015,2.0,5151752888.0
14794,12/2015,2.0,5151843783.0
14795,12/2015,2.0,5151934727.0
14796,12/2015,2.0,5152025721.0
14797,12/2015,2.0,5152116764.0
14798,12/2015,2.0,5152207856.0
14799,12/2015,2.0,5152298996.0
14800,12/2015,2.0,5152390185.0
14801,12/2015,2.0,5152481418.0
14802,12/2015,2.0,5152572699.0
14803,12/2015,2.0,5152664028.0
14804,12/2015,2.0,5152755410.0
14805,12/2015,1.0,5152846854.0
14806,12/2015,1.0,5152938355.0
14807,12/2015,1.0,5153029918.0
14808,12/2015,1.0,5153121547.0
14809,12/2015,1.0,5153213249.0
14810,12/2015,1.0,5153305025.0
14811,12/2015,1.0,5153396887.0
14812,12/2015,1.0,5153488840.0
14813,12/2015,1.0,5153580888.0
14814,12/2015,1.0,5153673033.0
14815,12/2015,1.0,5153765273.0
14816,12/2015,1.0,5153857611.0
14817,12/2015,1.0,5153950046.0
14818,12/2015,1.0,5154042581.0
14819,12/2015,1.0,5154135219.0
14820,12/2015,1.0,5154227963.0
14821,12/2015,1.0,5154320880.0
14822,12/2015,1.0,5154413901.0
14823,12/2015,1.0,5154507019.0
14824,12/2015,1.0,5154600231.0
14825,12/2015,1.0,5154693538.0
14826,12/2015,2.0,5154786932.0
14827,12/2015,2.0,5154880407.0
14828,12/2015,2.0,5154973966.0
14829,12/2015,2.0,5155067611.0
14830,12/2015,2.0,5155161344.0
14831,12/2015,2.0,5155255166.0
14832,12/2015,2.0,5155349078.0
14833,12/2015,2.0,5155443076.0
14834,12/2015,2.0,5155537166.0
14835,12/2015,2.0,5155631345.0
14836,12/2015,2.0,5155725612.0
14837,12/2015,2.0,5155819966.0
14838,12/2015,2.0,5155914405.0
14839,12/2015,2.0,5156008937.0
14840,12/2015,2.0,5156103566.0
14841,12/2015,2.0,5156198295.0
14842,12/2015,2.0,5156293122.0
14843,12/2015,3.0,5156388053.0
14844,12/2015,3.0,5156483084.0
14845,12/2015,3.0,5156578212.0
14846,12/2015,3.0,5156673431.0
14847,12/2015,3.0,5156768747.0
14848,12/2015,3.0,5156864158.0
14849,12/2015,3.0,5156959662.0
14850,12/2015,3.0,5157055260.0
14851,12/2015,3.0,5157150947.0
14852,12/2015,3.0,5157246725.0
14853,12/2015,3.0,5157342590.0
14854,12/2015,3.0,5157438541.0
14855,12/2015,3.0,5157534578.0
14856,12/2015,3.0,5157630702.0
14857,12/2015,3.0,5157726903.0
14858,12/2015,3.0,5157823174.0
14859,12/2015,3.0,5157919514.0
14860,12/2015,,5158015928.0
14861,12/2015,,5158112412.0
14862,12/2015,,5158208963.0
14863,12/2015,,5158305580.0
14864,12/2015,,5158402261.0
14865,12/2015,,5158499003.0
14866,12/2015,,5158595809.0
14867,12/2015,,5158692676.0
14868,12/2015,,5158789607.0
14869,12/2015,,5158886600.0
14870,12/2015,,5158983651.0
14871,12/2015,,5159080762.0
14872,12/2015,,5159177929.0
14873,12/2015,2.0,5159275153.0
14874,12/2015,2.0,5159372433.0
14875,12/2015,2.0,5159469767.0
14876,12/2015,2.0,5159567156.0
14877,12/2015,2.0,5159664598.0
14878,12/2015,2.0,5159762092.0
14879,12/2015,2.0,5159859638.0
14880,12/2015,2.0,5159957234.0
14881,12/2015,2.0,5160054882.0
14882,12/2015,2.0,5160152582.0
14883,12/2015,2.0,5160250331.0
14884,12/2015,2.0,5160348130.0
14885,12/2015,2.0,5160445980.0
14886,12/2015,2.0,5160543880.0
14887,12/2015,2.0,5160641831.0
14888,12/2015,2.0,5160739836.0
14889,12/2015,2.0,5160837896.0
14890,12/2015,2.0,5160936013.0
14891,12/2015,2.0,5161034188.0
14892,12/2015,2.0,5161132418.0
14893,12/2015,2.0,5161230700.0
14894,12/2015,2.0,5161329032.0
14895,12/2015,2.0,5161427417.0
14896,12/2015,2.0,5161525856.0
14897,12/2015,2.0,5161624350.0
14898,12/2015,2.0,5161722898.0
14899,12/2015,2.0,5161821499.0
14900,12/2015,2.0,5161920152.0
14901,12/2015,2.0,5162018859.0
14902,12/2015,2.0,5162117622.0
14903,12/2015,2.0,5162216441.0
14904,12/2015,2.0,5162315315.0
14905,12/2015,2.0,5162414245.0
14906,12/2015,2.0,5162513237.0
14907,12/2015,1.0,5162612295.0
14908,12/2015,1.0,5162711416.0
14909,12/2015,1.0,5162810601.0
14910,12/2015,1.0,5162909858.0
14911,12/2015,1.0,5163009193.0
14912,12/2015,1.0,5163108613.0
14913,12/2015,1.0,5163208128.0
14914,12/2015,1.0,5163307742.0
14915,12/2015,1.0,5163407457.0
14916,12/2015,1.0,5163507274.0
14917,12/2015,1.0,5163607195.0
14918,12/2015,1.0,5163707221.0
14919,12/2015,1.0,5163807350.0
14920,12/2015,1.0,5163907579.0
14921,12/2015,1.0,5164007908.0
14922,12/2015,1.0,5164108342.0
14923,12/2015,1.0,5164208879.0
14924,12/2015,1.0,5164309522.0
14925,12/2015,1.0,5164410268.0
14926,12/2015,1.0,5164511112.0
14927,12/2015,1.0,5164612053.0
14928,12/2015,2.0,5164713083.0
14929,12/2015,2.0,5164814199.0
14930,12/2015,2.0,5164915398.0
14931,12/2015,2.0,5165016681.0
14932,12/2015,2.0,5165118050.0
14933,12/2015,2.0,5165219504.0
14934,12/2015,2.0,5165321043.0
14935,12/2015,2.0,5165422669.0
14936,12/2015,2.0,5165524387.0
14937,12/2015,2.0,5165626199.0
14938,12/2015,2.0,5165728109.0
14939,12/2015,2.0,5165830115.0
14940,12/2015,2.0,5165932217.0
14941,12/2015,2.0,5166034418.0
14942,12/2015,2.0,5166136722.0
14943,12/2015,2.0,5166239125.0
14944,12/2015,2.0,5166341624.0
14945,12/2015,3.0,5166444219.0
14946,12/2015,3.0,5166546905.0
14947,12/2015,3.0,5166649682.0
14948,12/2015,3.0,5166752546.0
14949,12/2015,3.0,5166855495.0
14950,12/2015,3.0,5166958543.0
14951,12/2015,3.0,5167061688.0
14952,12/2015,3.0,5167164925.0
14953,12/2015,3.0,5167268255.0
14954,12/2015,3.0,5167371674.0
14955,12/2015,3.0,5167475177.0
14956,12/2015,3.0,5167578762.0
14957,12/2015,3.0,5167682430.0
14958,12/2015,3.0,5167786176.0
14959,12/2015,3.0,5167890001.0
14960,12/2015,3.0,5167993902.0
14961,12/2015,3.0,5168097875.0
14962,12/2015,3.0,5168201917.0
14963,12/2015,,5168306030.0
14964,12/2015,,5168410214.0
14965,12/2015,,5168514462.0
14966,12/2015,,5168618774.0
14967,12/2015,,5168723150.0
14968,12/2015,,5168827584.0
14969,12/2015,,5168932072.0
14970,12/2015,,5169036614.0
14971,12/2015,,5169141208.0
14972,12/2015,,5169245853.0
14973,12/2015,,5169350550.0
14974,12/2015,,5169455297.0
14975,12/2015,2.0,5169560096.0
14976,12/2015,2.0,5169664945.0
14977,12/2015,2.0,5169769844.0
14978,12/2015,2.0,5169874791.0
14979,12/2015,2.0,5169979785.0
14980,12/2015,2.0,5170084825.0
14981,12/2015,2.0,5170189910.0
14982,12/2015,2.0,5170295039.0
14983,12/2015,2.0,5170400214.0
14984,12/2015,2.0,5170505433.0
14985,12/2015,2.0,5170610697.0
14986,12/2015,2.0,5170716005.0
14987,12/2015,2.0,5170821356.0
14988,12/2015,2.0,5170926753.0
14989,12/2015,2.0,5171032195.0
14990,12/2015,2.0,5171137683.0
14991,12/2015,2.0,5171243218.0
14992,12/2015,2.0,5171348801.0
14993,12/2015,2.0,5171454437.0
14994,12/2015,2.0,5171560130.0
14995,12/2015,2.0,5171665881.0
14996,12/2015,2.0,5171771688.0
14997,12/2015,2.0,5171877550.0
14998,12/2015,2.0,5171983466.0
14999,12/2015,2.0,5172089432.0
15000,12/2015,2.0,5172195452.0
15001,12/2015,2.0,5172301524.0
15002,12/2015,2.0,5172407643.0
15003,12/2015,2.0,5172513809.0
15004,12/2015,2.0,5172620026.0
15005,12/2015,2.0,5172726296.0
15006,12/2015,2.0,5172832621.0
15007,12/2015,2.0,5172939004.0
15008,12/2015,2.0,5173045446.0
15009,12/2015,2.0,5173151952.0
15010,12/2015,1.0,5173258522.0
15011,12/2015,1.0,5173365157.0
15012,12/2015,1.0,5173471853.0
15013,12/2015,1.0,5173578619.0
15014,12/2015,1.0,5173685463.0
15015,12/2015,1.0,5173792393.0
15016,12/2015,1.0,5173899414.0
15017,12/2015,1.0,5174006529.0
15018,12/2015,1.0,5174113737.0
15019,12/2015,1.0,5174221035.0
15020,12/2015,1.0,5174328425.0
15021,12/2015,1.0,5174435911.0
15022,12/2015,1.0,5174543494.0
15023,12/2015,1.0,5174651180.0
15024,12/2015,1.0,5174758972.0
15025,12/2015,1.0,5174866868.0
15026,12/2015,1.0,5174974866.0
15027,12/2015,1.0,5175082965.0
15028,12/2015,1.0,5175191165.0
15029,12/2015,1.0,5175299463.0
15030,12/2015,1.0,5175407858.0
15031,12/2015,2.0,5175516345.0
15032,12/2015,2.0,5175624923.0
15033,12/2015,2.0,5175733591.0
15034,12/2015,2.0,5175842351.0
15035,12/2015,2.0,5175951207.0
15036,12/2015,2.0,5176060164.0
15037,12/2015,2.0,5176169222.0
15038,12/2015,2.0,5176278380.0
15039,12/2015,2.0,5176387635.0
15040,12/2015,2.0,5176496985.0
15041,12/2015,2.0,5176606430.0
15042,12/2015,2.0,5176715973.0
15043,12/2015,2.0,5176825614.0
15044,12/2015,2.0,5176935352.0
15045,12/2015,2.0,5177045182.0
15046,12/2015,2.0,5177155109.0
15047,12/2015,2.0,5177265126.0
15048,12/2015,3.0,5177375233.0
15049,12/2015,3.0,5177485428.0
15050,12/2015,3.0,5177595708.0
15051,12/2015,3.0,5177706073.0
15052,12/2015,3.0,5177816524.0
15053,12/2015,3.0,5177927066.0
15054,12/2015,3.0,5178037701.0
15055,12/2015,3.0,5178148425.0
15056,12/2015,3.0,5178259232.0
15057,12/2015,3.0,5178370121.0
15058,12/2015,3.0,5178481098.0
15059,12/2015,3.0,5178592162.0
15060,12/2015,3.0,5178703314.0
15061,12/2015,3.0,5178814549.0
15062,12/2015,3.0,5178925862.0
15063,12/2015,3.0,5179037247.0
15064,12/2015,3.0,5179148699.0
15065,12/2015,,5179260217.0
15066,12/2015,,5179371794.0
15067,12/2015,,5179483431.0
15068,12/2015,,5179595125.0
15069,12/2015,,5179706878.0
15070,12/2015,,5179818685.0
15071,12/2015,,5179930548.0
15072,12/2015,,5180042461.0
15073,12/2015,,5180154425.0
15074,12/2015,,5180266439.0
15075,12/2015,,5180378503.0
15076,12/2015,,5180490616.0
15077,12/2015,,5180602777.0
15078,12/2015,2.0,5180714988.0
15079,12/2015,2.0,5180827247.0
15080,12/2015,2.0,5180939552.0
15081,12/2015,2.0,5181051903.0
15082,12/2015,2.0,5181164302.0
15083,12/2015,2.0,5181276746.0
15084,12/2015,2.0,5181389235.0
15085,12/2015,2.0,5181501769.0
15086,12/2015,2.0,5181614347.0
15087,12/2015,2.0,5181726971.0
15088,12/2015,2.0,5181839641.0
15089,12/2015,2.0,5181952356.0
15090,12/2015,2.0,5182065116.0
15091,12/2015,2.0,5182177923.0
15092,12/2015,2.0,5182290776.0
15093,12/2015,2.0,5182403675.0
15094,12/2015,2.0,5182516620.0
15095,12/2015,2.0,5182629619.0
15096,12/2015,2.0,5182742674.0
15097,12/2015,2.0,5182855787.0
15098,12/2015,2.0,5182968958.0
15099,12/2015,2.0,5183082186.0
15100,12/2015,2.0,5183195469.0
15101,12/2015,2.0,5183308802.0
15102,12/2015,2.0,5183422185.0
15103,12/2015,2.0,5183535615.0
15104,12/2015,2.0,5183649094.0
15105,12/2015,2.0,5183762621.0
15106,12/2015,2.0,5183876198.0
15107,12/2015,2.0,5183989827.0
15108,12/2015,2.0,5184103512.0
15109,12/2015,2.0,5184217253.0
15110,12/2015,2.0,5184331052.0
15111,12/2015,2.0,5184444910.0
15112,12/2015,1.0,5184558830.0
15113,12/2015,1.0,5184672809.0
15114,12/2015,1.0,5184786841.0
15115,12/2015,1.0,5184900933.0
15116,12/2015,1.0,5185015085.0
15117,12/2015,1.0,5185129301.0
15118,12/2015,1.0,5185243586.0
15119,12/2015,1.0,5185357947.0
15120,12/2015,1.0,5185472383.0
15121,12/2015,1.0,5185586898.0
15122,12/2015,1.0,5185701495.0
15123,12/2015,1.0,5185816175.0
15124,12/2015,1.0,5185930942.0
15125,12/2015,1.0,5186045800.0
15126,12/2015,1.0,5186160746.0
15127,12/2015,1.0,5186275777.0
15128,12/2015,1.0,5186390892.0
15129,12/2015,1.0,5186506092.0
15130,12/2015,1.0,5186621377.0
15131,12/2015,1.0,5186736755.0
15132,12/2015,1.0,5186852219.0
15133,12/2015,1.0,5186967772.0
15134,12/2015,2.0,5187083409.0
15135,12/2015,2.0,5187199123.0
15136,12/2015,2.0,5187314913.0
15137,12/2015,2.0,5187430780.0
15138,12/2015,2.0,5187546721.0
15139,12/2015,2.0,5187662736.0
15140,12/2015,2.0,5187778822.0
15141,12/2015,2.0,5187894981.0
15142,12/2015,2.0,5188011218.0
15143,12/2015,2.0,5188127533.0
15144,12/2015,2.0,5188243924.0
15145,12/2015,2.0,5188360390.0
